no,genome,hpv_genome,group,group_number,hpv_name,group_genome,Met0913,Met0920,Met0921,Met0936,Met0946,Met0947,Met0992,Met1003,Met1004,Met1020,Met1030,Met1031,Met2822,Met2823,Met2824,Met2825,Met2834,Met2835,Met2836,Met2837,Met2846,Met2847,Met2849,Met2858,Met2859,Met2860,Met2861,Met2870,Met2871,Met2872,Met2873,Met2882,Met2883,Met2885,Met2894,Met2895,Met2897,Met2906,Met2909,Met3132,Met3138,Met3139,Met3142,Met3144,Met3506,Met3507,Met3508,Met3509,Met3510,Met3511,Met3512,Met3513,Met3514,Met3515,Met3516,Met3517,Met3518,Met3519,Met3520,Met4126,Met4127,Met4128,Met4129,Met4130,Met4131,Met4132,Met4133,Met4134,Met4135,Met4136,Met4137,Met4138,Met4139,Met4140,Met4141,Met4142,Met4143,Met4144,Met4145,Met4146,Met4147,Met4148,Met4149,Met4150,Met4151,Met4152,Met4153,Met4154,Met4155,Met4156,Met4157,Met4158,Met4348,Met4349,Met4350,Met4351,Met4352,Met4353,Met4357,Met4358,Met4359,Met4360,Met4361,Met4362,Met4363,Met4364,Met4365,Met4366,Met4367,Met4368,Met4369,Met4370,Met4371,Met4372,Met4373,Met4374,Met4375,Met4376,Met4520,Met4521,Met4522,Met4523,Met4524,Met4525,Met4526,Met4527
61,HPV109,109,gamma,7,gammapapillomavirus_7,gamma_HPV109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5497,0,0,0,0.8245,0,0,1.0994,0,0,0,0.2748,0,0,0,0,0,0,0,0,0,0.2748,0,0.9619,0,0,0,0,0,0,0,0,22.8116,0,43.5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5497,0,0,1.0994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,HPV110,110,beta,2,betapapillomavirus_2,beta_HPV110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.9391,0,0,0,10.4676,0,0,109.1626,4.0783,0,0,1.7673,1.3594,0,0,6.7972,0,0,25.9652,0,0,14.41,0,16.5851,0,0,0,0,0,0,0,0,0.2719,0.8157,6.3893,0,0,0,0,0,0,7.6128,159.5976,9.2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2719,0,0,0,0,0,0,0,0,0,2.0392,4.3502,0,19.5759,0,2.9908,0,134.3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5438,0,0.2719,0,0,0
63,HPV111,111,gamma,10,gammapapillomavirus_10,gamma_HPV111,0,0,0,0,0,0,0,0,0,0,0,0,32.946,106.6302,136.8421,0,171.9754,80.6562,0,0,0,4.1012,0,1883.3903,25.4272,0,0,39.6446,9.296,0,0,0,0,0,0,19.2755,0,0,0,0,0,0,0,0,0,0,2.1873,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5543,0,5.0581,0,0,0,5.7416,1.3671,8.6124,0.8202,0,0,0,0,1.3671,0,0,0,0,0,0,3.8278,0,0,0,0,0,142.7204,18.4552,16.6781,0,0,2.1873,0,0.2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,HPV112,112,gamma,8,gammapapillomavirus_8,gamma_HPV112,0,0,0,0,0,0,0,0,0,0,0,0,118.7215,0,0,0,1389.2348,0,0,0,31.6867,0,0,246.9905,0,0,0,40.9575,0,0,0,3.5976,0,0,646.8798,0,0,92.5695,0,0,0,0,0,0,0,0,0.2767,0,0,0,0,0,0,0,0,0,0,0,0,435.0353,2728.7948,156.9116,2000.5535,325.3079,135.3259,46.4923,1531.3408,0.5535,0,0,0,0,1.3837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.9244,1134.2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,HPV113,113,beta,2,betapapillomavirus_2,beta_HPV113,0,0,0,0,0,0,0,0,0,0,0,0,77.3315,0,0,0,407.0796,0,0,0,8.5773,0,0,1167.8693,0,0,0,43.4309,0,0,0,0,0,0,5.4459,0,0,40.2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8169,0.2723,0,0,0,0,87.2703,83.8666,23.2811,643.0225,38.6658,19.8775,11.5725,83.1858,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0892,0,0,0,458.2709,904.2886,245.7454,28634.1729,505.1055,2136.2832,2159.9728,1039.3465,0,0,1.0892,0,0,36.3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,HPV115,115,beta,3,betapapillomavirus_3,beta_HPV115,0,0,0,0,0,0.8154,0.5436,0,0,0.4077,0,0,0,0,0,125.034,0.5436,0.8154,0,153.3025,1.6309,0,10126.6649,0,0,0,62.3811,6.2517,0,0,108.4534,0.5436,0,565.9147,0,0,509.6494,0,177.6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8154,0,0,0,0,0,54.2267,125.1699,164.0391,333.7864,16.037,24.1914,3.8054,80.0489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8154,0,0,68.361,259.3096,61.2938,25.5504,65.371,50.6931,65.371,40.9079,0,0.8154,0.8154,0,0,6.7953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2718,0,0,0,2.1745,0,0
67,HPV116,116,gamma,9,gammapapillomavirus_9,gamma_HPV116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,HPV118,118,beta,1,betapapillomavirus_1,beta_HPV118,0,0,0,0,0.4007,0,0,4.809,0,0,0,0,5.2097,0.5343,0.8015,91.5041,3.6067,2.4045,0,46.4868,4.0075,23.377,236603.7937,29.7889,2.1373,0,51.1622,10.2859,79.7489,0,10.8202,0.5343,0,229.6286,0,0.2672,26.9837,4.1411,113.946,0,0,0,0,5.4769,0.8015,0,0,0,0,0,0,0,0,0,0,0,0.9351,0,1.7366,0,1.0687,0,0,0,0,0,0,0,0.8015,0,0,0,0,0,0,0,0,2.8052,1.603,0,71.8675,9.8851,0.8015,5.8776,94568.2608,29613.2781,10973.1499,873937.7505,41761.8221,22427.0639,49448.4371,53550.895,0,0,0,0,0,6543.1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,HPV119,119,gamma,8,gammapapillomavirus_8,gamma_HPV119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.1751,0.9654,0,0,11.3088,0,0,52.8203,0,0,0,6.0681,0,0,0,8.5505,0,0,179.1477,2.0687,0,14.4808,0.4137,21.1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8275,0.5516,0,0.8275,12.4121,0,0,1.1033,97.3659,0,5.6544,0.8275,5.7923,0,0,0,4.5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,HPV120,120,beta,2,betapapillomavirus_2,beta_HPV120,4.2442,1.0953,1.0953,0,0,0,0,0,0,0.5476,0,0,1.3691,7.667,67.6342,9.0361,0.5476,12.5958,0,9.9945,4.655,0,719.6057,17.1139,0,0,5.7503,194.5509,0,0,0.5476,0,0,18.483,0,0,26.0131,2.8751,7.8039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2738,0,0.2738,2.7382,0.2738,1.0953,0,2.4644,909.5016,4.1073,0,0,0,0,0,0,0,0,0,0,0.8215,2.1906,2.7382,3.012,9.31,2.1906,10.1314,0,0.8215,0,0,0,0.4107,0,0,0,0,0,0,2.4644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2738,0,0,0,0,0,0
71,HPV121,121,gamma,10,gammapapillomavirus_10,gamma_HPV121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5985,88.6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,HPV122,122,beta,2,betapapillomavirus_2,beta_HPV122,0,0,0,0,0,0,0,0,0,0,0,0,41259.6995,1.2295,0,0,257906.0109,0,0,0.8197,5461.4754,0,1.3661,2052220.219,0,0,0,24869.3989,0,0,0,401.776,0.4098,0.8197,15391.5301,0,0,17323.7705,0,0,0,0,0,0,0,0,1.0929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4754,21.7213,2.459,1.3661,1.0929,3.0055,0.1366,13.2514,0,1.776,0.5464,5.7377,1.3661,6.5574,12.9781,2.7322,31.5574,0,4.235,0,130.0546,0,16.2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,HPV123,123,gamma,7,gammapapillomavirus_7,gamma_HPV123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9956,0,0,0,0,0,0.8233,0,0,0,0.2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,HPV124,124,beta,1,betapapillomavirus_1,beta_HPV124,0,0,0,0,0,0,0,216.5779,0,0,0,0,255.7695,0,0,300.4233,261.778,0.5462,0,59.9481,124.4026,0,16558.2412,1568.8925,0,0,21.1662,228.1852,0,0,16.1136,15.9771,0.2731,514.5432,13.2459,0,134.5077,395.0567,148.573,0,0,0,0,6.6912,0,0,3.0042,0,0,0,0,0,0,0,0,0,47.1118,13.519,104.4654,0,3.8236,0,0.2731,0,1.0924,0,4.916,58.8557,158.8147,12.0169,20.62,5.1891,30.452,199.3718,39.055,0,0,0,0,0,0,4.0967,0,0.5462,28232.4184,4588.0104,1167.5543,39900.7237,4636.7609,3522.3269,4991.5335,3997.6785,0,0,0,0,0,651.3724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,HPV125,125,alpha,2,alphapapillomavirus_2,alpha_HPV125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8171,15.9352,44.0178,43.1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7837,0,0,0,0,0,0,19.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5674,0,0,0,88.9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5674,0,0
76,HPV126,126,gamma,11,gammapapillomavirus_11,gamma_HPV126,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.8054,3205.2962,0,0,5686.4592,0,0,0,60561.0156,0,0,3876.0579,0,0,0,113.4316,0,0,0,4.914,1.365,0,4472.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,HPV127,127,gamma,12,gammapapillomavirus_12,gamma_HPV127,0,0,0,0,0,0,0,0,0,0,0,0,4.4562,244.6734,221.8354,0,16.293,61.9691,0,0,0.6963,5.7095,0,11.6975,33.2823,0,0,5.8488,15.5967,0,0,0,8.9124,0,0,0.6963,0,3.0636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,HPV128,128,gamma,13,gammapapillomavirus_13,gamma_HPV128,0,0,0,0,0,0,0,0,0,0,0,0,100.4271,0,0,0,183.4963,0,0,0,174.9552,0,3.7195,23842.6781,0,0,0,172.0623,0,0,0,29.2051,0,2.893,0.551,0,0,327.7311,0.1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2398,2.2042,0,0,0,0,0.551,0,0,0,0,0,0,0,0,0,15521.2839,527.8964,2017.771,2891.4451,11914.451,320.1543,92.2992,28486.2929,0,0,0,0,0,212.1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,HPV129,129,gamma,9,gammapapillomavirus_9,gamma_HPV129,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2346,3.4916,0,0,0.5587,0,0,0,0,0,0,0.9777,0,0,0,1.257,0,0,0,0,0,0,0,0,0,0,0.9777,0,0,0,0,1.1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2793,0,0,0,6.7039,10.7542,0,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,HPV130,130,gamma,10,gammapapillomavirus_10,gamma_HPV130,0,0,0,0,0,0,0,0,0,0,0,0,0,148.6523,104.2744,9.2567,0,81.541,0,14.4296,0,90.6616,22.8696,0,20.8277,0,0.2723,0,37.9799,0,0.5445,0,61.394,23.9586,0,703.5121,5.9897,0,41.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,HPV131,131,gamma,14,gammapapillomavirus_14,gamma_HPV131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,HPV132,132,gamma,12,gammapapillomavirus_12,gamma_HPV132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,HPV133,133,gamma,10,gammapapillomavirus_10,gamma_HPV133,0,0,0,0,0,0,0,0,0,0,0,0,0,138.8964,126.2571,0,0,389.508,0,0,0,10942.6475,0,0,31.5303,0,0,0,909.0786,0,0,0,0.2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,HPV134,134,gamma,7,gammapapillomavirus_7,gamma_HPV134,0.5473,0,0.5473,0,0,0,0,0,0,0,0,0,0,381.7212,810.5076,0,0.5473,183.1988,0,1.3682,0,226.9804,0,0,50.0752,0,0,0,293.4738,0,0,0,0,0.8209,0,1194.5547,0,0,0,0,0,0,0,0,0.2736,0,0,0.8209,0.8209,5.4727,0,0,0,0,0,0,0,0,0,0,1.505,0,0.2736,1.3682,0.5473,0,5.4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,HPV135,135,gamma,15,gammapapillomavirus_15,gamma_HPV135,0,0,0,0,0,0,0,0,0,0.2786,0,0,0,1.9501,0,0.2786,1.393,0,0,0,1.1144,0,1.5322,0.8358,0,0,0,3.6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8358,0,0,0,1.9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,HPV136,136,gamma,11,gammapapillomavirus_11,gamma_HPV136,0,0,0,0,0,0,0.5512,0,0,0,0,0,0,0.2756,0,315.0062,0,0.5512,0,56.3594,0,2.8938,424.8312,0,0,0,436.4062,0,0,0,7.1655,0,0,421.6618,0,0,3683.3402,0,1675.3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5512,1.6536,0.1378,24.2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,HPV137,137,gamma,16,gammapapillomavirus_16,gamma_HPV137,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2142,153.1956,0,0,59.6146,0,0,0,305.5594,0,0,59.6146,0,0,0,154.3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,HPV138,138,gamma,7,gammapapillomavirus_7,gamma_HPV138,0.275,0,0,0,0,0,0,0.4125,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4125,0,0,0,0,0,0,0,0,0,0,0,0,4.3998,17.4618,6.5998,205.4173,7.4247,3.0249,1.9249,27.3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,1.9249,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,HPV139,139,gamma,7,gammapapillomavirus_7,gamma_HPV139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,HPV140,140,gamma,11,gammapapillomavirus_11,gamma_HPV140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,HPV141,141,gamma,11,gammapapillomavirus_11,gamma_HPV141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1769,0,0,13400.1361,67510.4762,166838.9116,11662.0408,5217.9592,2222.0408,1994.6939,10554.5578,0,0,0,0,0,6811.9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,HPV142,142,gamma,10,gammapapillomavirus_10,gamma_HPV142,0,0,0,0,0,0,0,0,0,0,0,0,0,479.2514,148.6303,71.4673,0,811.3643,0,10.5777,0,5.6957,41.3615,0,34.9878,0,0.4068,28.8853,12.205,0,1.6273,0,0,54.6515,0,3.2547,1.8986,0.4068,104.9634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2712,0,0,0,0,0,0,0,0,3.2547,0,8.1367,2.7122,0,1.0849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,HPV143,143,beta,1,betapapillomavirus_1,beta_HPV143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709.6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1535,0,0,0,0,0,0,0,1074.2529,1014.6157,1052.4599,2254.7305,1768.8895,978.207,1977.946,2084.6927,0,0,0,0,0,185.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,HPV144,144,gamma,17,gammapapillomavirus_17,gamma_HPV144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7507,0,0,0,0,0,0,1.9255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2635,7.7018,1.6504,0,4.126,0,0,4.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,HPV145,145,beta,2,betapapillomavirus_2,beta_HPV145,0.2712,0,1.3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,HPV146,146,gamma,15,gammapapillomavirus_15,gamma_HPV146,0,0,0,0,0,0,0,0,0,0,0,0,4.9848,0,1.8001,15.2312,19.6621,1.5231,0,16.4774,3.3232,0.9693,173.7746,40.8474,0,0,1.3847,19.6621,0.8308,0,3.3232,0,3.7386,22.7084,0,0,9.6926,53.0324,25.4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,HPV147,147,gamma,8,gammapapillomavirus_8,gamma_HPV147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8306,0,0,0,0,0,0,0,0,0,0,0,0,0.8306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1174,5.814,8.3056,0,0,0,0,0,0,0,0,1.6611,4.9834,0,0,0,0.5537,0,2.4917,0,0,0,0,0,0,0.5537,0,0,32.392,15.0886,284.7453,0.2769,1068.3832,951.8272,1.1074,8.8594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,HPV148,148,gamma,12,gammapapillomavirus_12,gamma_HPV148,0,0,0,0,0,0,0,0,0,0,0,0,0,3621.3009,39073.5623,8.9336,0,21004.6064,0,5.0251,0,48.995,12.2836,0,202.9592,0,3.6293,0,258.5148,0,0,0,4.1876,5.5835,0,451.1446,4.6064,0,4.3272,0,0,0,0,0,0,0,0,0,0,0.5583,0,0,0,0,0,0,0.2792,0,0,0,0,0,0,0.1396,0,0,0,0,0,0.2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,HPV149,149,gamma,7,gammapapillomavirus_7,gamma_HPV149,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5458,40.6382,0,0,29.865,0,0,0,0.8182,0,0,1.3637,0,0,0,0.5455,0,0,0,0,0,0,0.2727,0,0,0,0,0,0,0,0,9.2731,0.2727,3.0001,0,0,0,0,0.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
